amplitude_max_max,pitch_max_max,sound_intensity_max_max,amplitude_min_min,pitch_min_min,sound_intensity_min_min,amplitude_mean_kalman_mean,amplitude_mean_kalman_median,amplitude_mean_kalman_std,pitch_mean_kalman_mean,pitch_mean_kalman_median,pitch_mean_kalman_std,sound_intensity_mean_kalman_mean,sound_intensity_mean_kalman_median,sound_intensity_mean_kalman_std,sound_intensity_mean_kalman_max_freq_mean,sound_intensity_mean_kalman_freq_weighted_mean,sound_intensity_mean_kalman_freq_0.0_Hz_ws_10_mean,sound_intensity_mean_kalman_freq_0.1_Hz_ws_10_mean,sound_intensity_mean_kalman_freq_0.2_Hz_ws_10_mean,sound_intensity_mean_kalman_freq_0.3_Hz_ws_10_mean,sound_intensity_mean_kalman_freq_0.4_Hz_ws_10_mean,sound_intensity_mean_kalman_freq_0.5_Hz_ws_10_mean,amplitude_mean_kalman_max_freq_mean,amplitude_mean_kalman_freq_weighted_mean,amplitude_mean_kalman_freq_0.0_Hz_ws_10_mean,amplitude_mean_kalman_freq_0.1_Hz_ws_10_mean,amplitude_mean_kalman_freq_0.2_Hz_ws_10_mean,amplitude_mean_kalman_freq_0.3_Hz_ws_10_mean,amplitude_mean_kalman_freq_0.4_Hz_ws_10_mean,amplitude_mean_kalman_freq_0.5_Hz_ws_10_mean,pitch_mean_kalman_max_freq_mean,pitch_mean_kalman_freq_weighted_mean,pitch_mean_kalman_freq_0.0_Hz_ws_10_mean,pitch_mean_kalman_freq_0.1_Hz_ws_10_mean,pitch_mean_kalman_freq_0.2_Hz_ws_10_mean,pitch_mean_kalman_freq_0.3_Hz_ws_10_mean,pitch_mean_kalman_freq_0.4_Hz_ws_10_mean,pitch_mean_kalman_freq_0.5_Hz_ws_10_mean,amplitude_autocorrelation_lag_0_mean,amplitude_autocorrelation_lag_1_mean,amplitude_autocorrelation_lag_2_mean,amplitude_autocorrelation_lag_3_mean,amplitude_autocorrelation_lag_4_mean,amplitude_autocorrelation_lag_5_mean,amplitude_autocorrelation_lag_6_mean,amplitude_autocorrelation_lag_7_mean,amplitude_autocorrelation_lag_8_mean,amplitude_autocorrelation_lag_9_mean,amplitude_autocorrelation_lag_10_mean,sound_intensity_autocorrelation_lag_0_mean,sound_intensity_autocorrelation_lag_1_mean,sound_intensity_autocorrelation_lag_2_mean,sound_intensity_autocorrelation_lag_3_mean,sound_intensity_autocorrelation_lag_4_mean,sound_intensity_autocorrelation_lag_5_mean,sound_intensity_autocorrelation_lag_6_mean,sound_intensity_autocorrelation_lag_7_mean,sound_intensity_autocorrelation_lag_8_mean,sound_intensity_autocorrelation_lag_9_mean,sound_intensity_autocorrelation_lag_10_mean,time_1_last,language_first,tone_first,participant_first,script_first
-38.87773518,3576.09375,48.89043851185861,-69.44583242,0.0,17.708520116421443,-48.693474860956755,-49.075474261990756,2.917550653888094,124.73198369779543,83.51378026050983,127.1820263941437,28.214878035090454,31.155094386428402,6.853125743449851,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,9,ch,bus,subject1,t1
-38.85705182,3329.6875,49.47129707401423,-70.19095577,0.0,17.558748556724915,-52.416906473681514,-52.00389644119014,1.6610568840916315,180.81737595473078,173.78348490413543,33.77360790301954,33.86109471735642,34.20496380367217,1.5511382771399287,0.023486257984754143,-0.02028382713485526,358.25296805411625,-10.310678967996791,-3.400184925272994,-3.5888716230410873,-3.559654967769645,-3.085264349980112,0.00315028540341057,-0.00662381746615166,-560.5949753123166,2.215287950379765,3.9739623284944114,2.3013343526653656,1.8896103154277248,2.103180973928889,0.254889446408501,-0.07772654573689815,1990.6219415078892,-173.74945282592,-40.063373621375476,-22.456200669693285,-46.35088278814628,-26.665150510934563,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,19,ch,bus,subject1,t1
-41.00591017,386.875,49.06814333174154,-69.70057795,0.0,15.7978359661681,-53.237280086386605,-52.438885588105634,1.7971672787378907,106.02626813939222,104.3128945855457,21.150202431935796,33.29512730401885,33.458834692171166,2.06007778549181,0.00574446352208437,0.0004321002622263201,371.6418297265729,-0.5354233296857359,0.5102576411222919,0.3729081549928345,-0.010289520661844076,0.07765313640634322,0.00219918555917669,-0.00112846828044478,-579.5937103031123,-0.22449053418914958,0.2437265048707145,0.37607500494842866,0.6222305651149647,0.48632800556288547,0.0753554697664665,0.03243139468587177,1600.99626163948,29.720443840542735,45.54488522775847,37.47507038595228,40.22227459697801,41.034762880047836,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,29,ch,bus,subject1,t1
-39.537541,3735.46875,49.46457177818792,-70.33351475,0.0,14.771212547196624,-52.085849274819886,-51.89923905743405,1.3593588513444728,152.48590888710146,145.37534489279054,40.027438806053254,34.24568774737194,34.08406309115013,1.6104921277014332,0.00794070036507997,-0.0024335378918979296,372.10890256442366,0.09016946362495606,-1.7083878810790267,-0.7639062889955263,-0.11268189848313104,-0.4364445051754446,0.00324358787753926,0.00150181729180667,-579.9252480621437,0.21965967098140754,-1.4784884217551764,-0.6648786548966129,-0.3061099805091473,-0.6125990578749028,0.08854002529328966,-0.026102589590471632,1340.372953925571,1.222888690758154,-21.52923317006367,-23.297190462988464,-15.891521258291087,-27.546945995543297,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,39,ch,bus,subject1,t1
-39.11080941,463.7388392857143,49.63896387396591,-71.33729454,0.0,14.771212547196624,-53.23698147139561,-53.22060110974121,1.489945402573504,132.45916479492308,130.63064470987746,27.945542637830776,33.54589603474183,33.879571905774235,1.55169798451373,0.00432626663837326,0.00197078854975351,369.3294388039512,1.8210381433038556,0.6100672632436712,0.5456549091402018,0.32669377359452784,0.38310911928780655,0.00153561495363676,-0.0017162663089477985,-581.0712325147713,1.4285654102700462,1.1604185286583317,0.6160620211196772,0.256089167256912,0.6023101185712683,0.08578621027663617,0.00026506918666761094,1668.4069973195933,-21.06850584472974,2.8106887789106123,7.2609202233115955,2.1679344056950214,13.297962656074,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,49,ch,bus,subject1,t1
-39.17252486,619.96875,50.66661302300677,-71.14129913,0.0,15.185139398778876,-53.35466020584196,-53.291394306435,1.5088158969065497,127.25379321143393,120.95992062828913,25.422534611824577,33.30123316290511,33.9397840525733,1.5654339121775092,0.00515493461085969,0.0008751108066289502,367.1955414621382,-0.5955854399543042,0.7863337644290767,0.41499280529255167,-0.05852136060126332,0.35743769084490423,0.0018480450520147699,-0.00047742377251537777,-587.4951126491526,0.04487923905308833,0.31260308902055123,0.6278718853001521,-0.1415350729643728,0.10033909149100298,0.04696396704112752,0.00529410165984825,1326.2617035544174,47.45889624881733,1.419735167542369,9.436742507985072,1.0937065644358228,5.985474106087607,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,59,ch,bus,subject1,t1
-38.54466929,3768.4375,48.79434233453662,-69.38278646,0.0,13.979400086720377,-52.987310758699984,-52.93804533381648,2.1194295372601086,135.46530631110673,129.89642791859796,41.84383567759311,33.21106899187149,34.250049182191134,2.1291230153390646,0.00639037834070596,-0.0007009987769155383,366.9427700270261,0.5496631302463604,-0.16240840803684123,-0.8168976627856468,0.30033936655348975,-0.1852990435123189,0.00242554322937386,0.0006496473094316,-584.1285639112793,-0.17045179454938336,-0.011650993073941152,-1.147717482336121,0.21185557769959687,-0.26838448423127287,0.09833712246469681,-0.00667285845411542,1439.7242874176318,-5.78156077813839,6.4848250429372145,-17.88546856887408,6.174981030037729,-8.959057771891654,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,69,ch,bus,subject1,t1
-38.55848998,423.4375,48.74939643909245,-71.78904354,0.0,12.041199826559248,-52.63569844881946,-52.497644781386235,2.231819369497851,113.82060304462694,118.79275127401829,23.4586215577382,33.71866720794548,34.121597681890435,2.242334183186164,0.00710062800324594,-0.00171722890241992,372.75053762893833,-2.9798219021119676,-0.5597504512017061,0.4000529204515642,-0.38054985502552513,-0.19432007128830886,0.0037038339027978496,0.0007825169283733113,-576.8556618166597,-1.8675084710006615,-0.9738969666417716,0.34235126685575634,-0.22407753469894232,-0.2792465590344319,0.07839262504365174,0.0035374085821084215,1466.6946120222656,-31.05119215829121,3.0870189532247965,19.959768247380428,6.449160506812819,13.267123150827441,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,79,ch,bus,subject1,t1
-35.33095143,536.225818452381,50.75627243707856,-70.70037255,0.0,14.471580313422193,-51.19279355388219,-51.18727515743127,1.544053605664209,109.17778490913383,105.30975085569774,17.48147230953223,34.66070992627545,34.935476912052465,1.754335315327089,0.009136574266478641,-0.0018425023634245003,371.32190998439006,2.0516710001926683,-0.5884008769549431,-0.4432668112749603,-0.6184558575130408,-0.6098328029445861,0.0032625991364574,0.00122830722148062,-577.6989924076024,2.0872066477475415,-0.31850457054492554,-1.0962619704243082,-0.7771496173521606,-0.5421357541319921,0.05930127329027002,0.0006039399302215295,1214.5588349416598,14.773589628472294,-1.439684039204036,3.3465693468870183,-0.13735689928806777,2.190781237751069,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,89,ch,bus,subject1,t1
-37.15208574,3483.28125,50.31965619628383,-71.16373946,0.0,16.127838567197355,-53.560742087802566,-53.44280306612607,1.3694321800355058,167.28620806655724,154.9681808264633,52.22915742837903,33.18333661762391,32.8020998820804,1.3916455446297533,0.0055081462138618,0.00291256080534307,372.7679017575606,1.2235397407455373,0.7803969308265202,0.8138307126547893,0.8289802605944054,0.6032060709134356,0.00298253729905183,-0.00306422703595452,-573.6730565818539,0.7057694265537716,0.6690188298915117,1.552532933817973,1.2263113873503706,1.1225311669612317,0.11178158860410523,-0.03099731872213367,1464.1306380554047,-28.218688128553794,-12.628922012752875,-34.973368632794745,-26.426280018981124,-29.34024323438363,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,99,ch,bus,subject1,t1
